Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
37808,0.06,-1.03,0.09,29.19,1.50,1.05,1.01
37912,0.04,-1.00,0.08,29.19,1.21,0.91,0.93
38018,0.05,-1.03,0.08,29.19,1.53,0.91,1.03
38122,0.05,-1.00,0.08,29.28,1.27,0.93,0.80
38226,0.05,-1.01,0.08,29.28,1.50,0.85,1.01
38331,0.05,-1.02,0.09,29.19,0.95,0.97,0.89
38435,0.04,-1.00,0.07,29.28,1.34,1.05,0.67
38540,0.06,-1.03,0.08,29.28,1.11,1.02,0.99
38644,0.05,-0.99,0.08,29.24,1.42,1.03,0.91
38749,0.05,-1.03,0.08,29.28,1.15,0.90,1.08
38853,0.04,-1.00,0.08,29.19,1.44,0.89,0.88
38959,0.05,-1.02,0.08,29.33,1.30,0.90,1.12
39063,0.05,-1.01,0.08,29.33,1.31,1.00,0.89
39168,0.04,-1.01,0.08,29.28,1.25,0.98,0.76
39272,0.05,-1.03,0.08,29.19,1.27,0.99,0.98
39376,0.05,-1.00,0.08,29.28,1.31,0.90,0.95
39481,0.05,-1.03,0.08,29.24,1.21,1.02,0.95
39585,0.05,-1.00,0.09,29.24,1.28,0.91,1.05
39690,0.05,-1.02,0.08,29.24,1.23,1.08,0.92
39794,0.05,-1.01,0.09,29.19,1.30,0.98,0.93
39899,0.04,-1.01,0.08,29.19,1.16,1.05,0.95
40004,0.05,-1.02,0.08,29.24,1.31,0.94,1.02
40109,0.04,-1.00,0.08,29.24,1.24,0.98,0.82
40213,0.05,-1.03,0.07,29.38,1.42,0.98,1.14
40317,0.05,-0.99,0.09,29.33,1.17,1.08,0.91
40422,0.05,-1.04,0.07,29.24,1.53,0.99,0.95
40526,0.04,-1.00,0.08,29.28,1.20,0.92,0.87
40631,0.05,-1.03,0.07,29.24,1.44,1.11,0.92
40735,0.05,-1.01,0.07,29.19,1.11,0.97,0.88
40840,0.04,-1.01,0.07,29.28,1.43,0.90,1.15
40945,0.06,-1.03,0.08,29.24,1.02,0.98,0.98
41050,0.05,-1.00,0.08,29.28,1.36,0.85,1.01
41154,0.06,-1.03,0.08,29.19,1.25,1.15,1.16
41259,0.05,-0.99,0.07,29.33,1.33,1.11,0.92
41363,0.05,-1.03,0.08,29.14,1.50,1.06,1.11
41467,0.05,-1.00,0.08,29.24,1.40,0.94,0.87
41572,0.05,-1.01,0.09,29.24,1.50,0.92,0.97
41676,0.06,-1.02,0.08,29.24,1.25,0.82,0.98
41781,0.04,-1.01,0.08,29.33,1.53,1.05,0.99
41886,0.05,-1.03,0.08,29.24,1.12,1.08,1.11
41991,0.04,-0.99,0.07,29.24,1.60,0.94,0.98
42095,0.06,-1.03,0.08,29.19,1.13,1.01,1.08
42200,0.05,-1.00,0.08,29.14,1.47,0.78,0.97
42304,0.05,-1.02,0.08,29.14,1.18,0.95,1.01
42408,0.05,-1.01,0.08,29.24,1.49,0.99,0.94
42513,0.05,-1.01,0.08,29.33,1.09,0.98,1.07
42617,0.05,-1.02,0.07,29.24,1.38,0.92,0.85
42722,0.05,-1.00,0.08,29.24,1.24,0.89,0.83
42827,0.06,-1.03,0.07,29.24,1.27,1.08,1.07
42932,0.05,-1.00,0.08,29.14,1.40,0.99,0.90
43036,0.05,-1.03,0.08,29.19,1.31,1.05,1.05
